1.01046e+09 0.00761362
1.03896e+09 0.0108876
1.04981e+09 0.0195882
1.07948e+09 0.00981873
1.09464e+09 0.00439052
1.12933e+09 0.0261444
1.14516e+09 0.0239771
1.16127e+09 0.0120271
1.17350e+09 0.00442335
1.20234e+09 0.0185653
1.24060e+09 0.0131453
1.25366e+09 0.00554151
1.29800e+09 0.0109927
1.33932e+09 0.00339879
1.41094e+09 0.0197278
1.43576e+09 0.00995337
1.47631e+09 0.00561868
1.54431e+09 0.0436835
1.57697e+09 0.0317368
1.62165e+09 0.00783692
1.72619e+09 0.0361273
1.80623e+09 0.0133226
1.81889e+09 0.00789111
1.91632e+09 0.00682878
1.99802e+09 0.00467457
2.11965e+09 0.0112242
2.21007e+09 0.00472219
2.44360e+09 0.0917263
2.49514e+09 0.0906492
2.68529e+09 0.00807500
2.84811e+09 0.0624507
2.89742e+09 0.109198
2.96806e+09 0.162470
3.04029e+09 0.225525
3.14733e+09 0.262498
3.21345e+09 0.278813
3.32710e+09 0.284264
3.44472e+09 0.292976
3.51707e+09 0.310377
3.60339e+09 0.331041
3.69158e+09 0.365835
3.80837e+09 0.398458
3.86110e+09 0.432160
3.94202e+09 0.458257
4.03869e+09 0.483269
4.13799e+09 0.495237
4.24022e+09 0.483292
4.33010e+09 0.461562
4.42218e+09 0.425703
4.46925e+09 0.394186
4.56434e+09 0.356152
4.61316e+09 0.313766
4.69512e+09 0.268122
4.77877e+09 0.212695
4.88091e+09 0.155097
4.93307e+09 0.114884
5.03816e+09 0.0714157
5.14532e+09 0.0344690
5.29112e+09 0.0105691
5.38411e+09 0.00405556
5.65209e+09 0.0290786
5.81066e+09 0.0617004
5.95300e+09 0.0921467
6.11994e+09 0.126942
6.31332e+09 0.167175
6.46821e+09 0.190012
6.72005e+09 0.203074
7.15491e+09 0.183538
7.33198e+09 0.162897
7.64569e+09 0.130308
7.91747e+09 0.0998900
8.19899e+09 0.0672977
8.54962e+09 0.0390565
8.85297e+09 0.0216817
9.26290e+09 0.0119204
9.72542e+09 0.00542165
