0.00000	2.64532
0.00052	2.65945
0.00134	2.66972
0.00215	2.67743
0.00326	2.68642
0.00401	2.69156
0.00564	2.70312
0.00733	2.71596
0.00907	2.72495
0.01070	2.73523
0.01244	2.74422
0.01413	2.75193
0.01587	2.76220
0.01756	2.76991
0.01919	2.77761
0.02087	2.78661
0.02256	2.79303
0.02424	2.80202
0.02599	2.80972
0.02773	2.81743
0.02930	2.82514
0.03105	2.83284
0.03262	2.84055
0.03442	2.84697
0.03599	2.85596
0.03773	2.86110
0.03936	2.86881
0.04105	2.87780
0.04279	2.88294
0.04459	2.89321
0.04610	2.89963
0.04773	2.90605
0.04948	2.91248
0.05116	2.91890
0.05285	2.92789
0.05453	2.93174
0.05581	2.94073
